,article_id,product_type_no,graphical_appearance_no,colour_group_code,perceived_colour_value_id,perceived_colour_master_id,index_group_no,section_no,garment_group_no,cluster,img_name
8745,525563020,256,1010016,81,1,7,4,44,1002,70,052/0525563020.jpg
51025,698008006,94,1010026,51,3,4,4,42,1020,144,069/0698008006.jpg
5150,491070003,302,1010010,7,1,12,4,72,1021,292,049/0491070003.jpg
99697,886189001,272,1010023,6,1,12,2,57,1016,153,088/0886189001.jpg
93878,860170001,253,1010016,31,1,3,1,8,1005,85,086/0860170001.jpg
31671,633042002,66,1010016,81,1,7,1,65,1019,121,063/0633042002.jpg
21227,592975011,272,1010004,6,1,12,1,11,1009,363,059/0592975011.jpg
866,299733008,265,1010016,1,6,14,1,16,1002,356,029/0299733008.jpg
38279,657165009,273,1010004,42,7,18,4,77,1005,18,065/0657165009.jpg
63710,739679019,254,1010015,51,1,4,4,76,1005,79,073/0739679019.jpg
33465,638939001,296,1010016,9,4,5,1,62,1017,137,063/0638939001.jpg
74579,777280001,286,1010016,9,4,5,1,61,1017,57,077/0777280001.jpg
84060,814545001,262,1010016,43,4,18,2,70,1013,42,081/0814545001.jpg
27527,620208051,273,1010020,73,4,2,4,79,1002,117,062/0620208051.jpg
62838,737620002,265,1010001,12,1,11,1,82,1023,340,073/0737620002.jpg
77849,791490003,272,1010001,19,4,20,4,46,1005,257,079/0791490003.jpg
63219,738715001,274,1010016,9,4,5,26,22,1007,236,073/0738715001.jpg
57052,715608003,259,1010001,73,4,2,3,21,1011,47,071/0715608003.jpg
7650,516000039,255,1010010,52,3,4,1,6,1005,23,051/0516000039.jpg
98417,879242007,265,1010001,11,1,9,1,11,1013,67,087/0879242007.jpg
98058,877163003,255,1010001,51,1,4,4,77,1005,79,087/0877163003.jpg
88346,832473005,254,1010001,12,1,11,1,15,1005,154,083/0832473005.jpg
46009,685147004,245,1010016,73,4,2,4,46,1003,190,068/0685147004.jpg
76388,784644002,252,1010008,73,4,2,2,53,1005,74,078/0784644002.jpg
20692,589896009,253,1010012,73,4,2,4,72,1002,54,058/0589896009.jpg
35342,646562001,270,1010008,7,1,12,4,41,1006,233,064/0646562001.jpg
28127,622026002,265,1010001,10,1,9,1,14,1013,30,062/0622026002.jpg
97219,873158003,255,1010014,8,4,5,2,53,1005,62,087/0873158003.jpg
70561,760970003,258,1010017,71,3,2,1,15,1010,270,076/0760970003.jpg
24430,609184009,255,1010014,73,4,2,26,49,1001,109,060/0609184009.jpg
8054,519780004,252,1010010,81,1,12,1,15,1003,321,051/0519780004.jpg
45190,682310003,262,1010016,9,4,5,2,53,1007,159,068/0682310003.jpg
93568,858847001,253,1010002,10,3,9,4,77,1005,58,085/0858847001.jpg
40805,665660003,252,1010010,52,1,4,1,15,1001,259,066/0665660003.jpg
59634,724302001,262,1010016,13,2,11,1,97,1001,339,072/0724302001.jpg
17667,575339001,78,1010016,50,3,4,2,52,1019,169,057/0575339001.jpg
68001,752981003,255,1010016,41,7,18,1,8,1005,226,075/0752981003.jpg
39478,661546002,262,1010016,73,4,2,4,45,1007,190,066/0661546002.jpg
69829,758335001,66,1010001,50,5,4,4,45,1019,371,075/0758335001.jpg
78392,793856003,255,1010016,10,3,-1,1,18,1005,318,079/0793856003.jpg
48574,692688001,272,1010023,71,1,2,1,18,1009,110,069/0692688001.jpg
88360,832492001,274,1010016,23,2,8,4,76,1023,340,083/0832492001.jpg
62985,738215001,272,1010023,72,2,2,4,76,1016,99,073/0738215001.jpg
12859,555102001,253,1010010,9,4,5,26,5,1005,156,055/0555102001.jpg
75016,779546005,265,1010017,10,3,9,1,15,1013,75,077/0779546005.jpg
70717,761490001,255,1010008,9,4,5,3,55,1005,100,076/0761490001.jpg
93405,857887001,245,1010022,11,1,9,1,15,1003,154,085/0857887001.jpg
29177,624723003,252,1010016,42,7,18,2,53,1005,94,062/0624723003.jpg
39323,661023002,79,1010016,9,4,5,1,66,1019,302,066/0661023002.jpg
62570,736727001,274,1010017,10,3,9,4,44,1005,76,073/0736727001.jpg
24299,608876001,274,1010009,9,4,5,2,53,1025,29,060/0608876001.jpg
26210,616263001,272,1010016,71,3,2,1,6,1009,294,061/0616263001.jpg
3973,471714014,274,1010016,73,4,2,3,55,1025,142,047/0471714014.jpg
87353,827397001,274,1010023,7,2,12,3,56,1025,44,082/0827397001.jpg
89025,835704003,306,1010016,93,2,19,1,61,1017,103,083/0835704003.jpg
28579,623442008,297,1010008,7,1,12,4,72,1017,375,062/0623442008.jpg
83940,814118012,94,1010017,10,3,9,4,42,1020,255,081/0814118012.jpg
3321,453065002,302,1010016,9,4,5,4,79,1021,32,045/0453065002.jpg
58593,720507002,274,1010026,73,4,2,4,47,1025,183,072/0720507002.jpg
37636,654383002,306,1010016,9,4,5,1,61,1017,137,065/0654383002.jpg
77113,788006002,265,1010021,43,4,18,1,15,1013,6,078/0788006002.jpg
21397,594018003,258,1010016,71,3,2,1,6,1010,294,059/0594018003.jpg
65140,743907012,255,1010001,10,3,9,4,41,1005,76,074/0743907012.jpg
44538,680388005,80,1010001,43,4,18,1,65,1019,199,068/0680388005.jpg
14257,562245057,272,1010023,72,1,2,1,15,1009,389,056/0562245057.jpg
6361,505018001,262,1010016,73,4,2,4,45,1007,11,050/0505018001.jpg
30473,628642005,272,1010010,72,7,2,3,23,1009,384,062/0628642005.jpg
22421,598598008,255,1010008,11,1,9,4,77,1005,372,059/0598598008.jpg
40365,664309001,78,1010016,52,7,4,1,66,1019,211,066/0664309001.jpg
27027,619087004,297,1010017,72,7,2,4,72,1017,368,061/0619087004.jpg
7610,515776002,252,1010016,9,4,5,3,21,1003,362,051/0515776002.jpg
72774,768992001,71,1010014,9,4,5,4,45,1019,205,076/0768992001.jpg
30482,628722002,265,1010017,9,4,5,2,70,1013,227,062/0628722002.jpg
77244,788517003,252,1010016,9,4,5,1,8,1003,65,078/0788517003.jpg
67583,751560002,259,1010017,73,4,-1,1,6,1010,270,075/0751560002.jpg
23300,604077002,267,1010001,91,1,19,4,40,1005,355,060/0604077002.jpg
62667,736944003,286,1010001,73,4,2,3,26,1017,105,073/0736944003.jpg
84351,815446005,504,1010008,72,2,2,4,44,1019,265,081/0815446005.jpg
96787,871558002,272,1010016,9,4,5,4,46,1009,116,087/0871558002.jpg
12014,551080013,255,1010014,10,3,9,3,55,1005,10,055/0551080013.jpg
48962,693586001,252,1010016,93,4,19,1,8,1005,129,069/0693586001.jpg
20300,588335001,272,1010023,9,4,5,3,21,1009,274,058/0588335001.jpg
38171,656719004,272,1010004,6,1,12,1,15,1009,30,065/0656719004.jpg
59836,725216004,252,1010016,52,5,4,4,76,1003,13,072/0725216004.jpg
1776,377239007,272,1010016,73,4,2,4,44,1002,207,037/0377239007.jpg
47651,689365034,259,1010016,13,1,11,2,53,1010,2,068/0689365034.jpg
43243,675918003,252,1010022,73,4,2,4,47,1003,190,067/0675918003.jpg
31178,631427003,258,1010001,73,4,2,1,6,1010,324,063/0631427003.jpg
2475,408875016,253,1010016,19,4,20,2,51,1002,209,040/0408875016.jpg
96034,868762002,265,1010016,42,7,18,1,11,1013,226,086/0868762002.jpg
20440,589059001,272,1010015,9,4,5,1,18,1009,274,058/0589059001.jpg
74237,775900003,78,1010016,82,3,7,1,66,1019,301,077/0775900003.jpg
44030,678933001,272,1010012,73,2,2,2,53,1009,283,067/0678933001.jpg
11527,548112001,272,1010016,72,2,2,4,76,1016,333,054/0548112001.jpg
104366,921918001,308,1010016,9,4,5,1,2,1005,68,092/0921918001.jpg
7260,512008004,258,1010016,21,1,8,1,18,1010,363,051/0512008004.jpg
67997,752958001,275,1010016,9,4,5,1,11,1005,230,075/0752958001.jpg
47695,689389058,259,1010001,61,3,6,2,53,1010,247,068/0689389058.jpg
84655,816587003,252,1010005,6,1,12,2,53,1005,194,081/0816587003.jpg
26060,615790001,77,1010016,5,5,15,1,66,1019,360,061/0615790001.jpg
101866,900225003,272,1010026,73,4,2,4,46,1005,160,090/0900225003.jpg
7290,512300002,81,1010016,9,4,5,3,25,1019,98,051/0512300002.jpg
21222,592975001,272,1010026,9,4,5,1,11,1009,274,059/0592975001.jpg
32114,633982001,275,1010021,9,4,5,2,58,1012,227,063/0633982001.jpg
69964,759021003,59,1010004,20,5,8,1,18,1005,96,075/0759021003.jpg
34579,642674003,265,1010001,9,4,5,1,8,1005,1,064/0642674003.jpg
52944,702782002,245,1010010,7,2,12,1,6,1003,336,070/0702782002.jpg
64583,742172012,274,1010016,9,4,5,4,46,1025,235,074/0742172012.jpg
29551,625653024,308,1010001,51,3,4,4,79,1002,300,062/0625653024.jpg
3197,450333003,76,1010016,11,1,9,3,25,1019,222,045/0450333003.jpg
38424,657434031,295,1010001,73,4,2,4,44,1017,247,065/0657434031.jpg
87581,828746001,78,1010016,50,5,4,1,66,1019,186,082/0828746001.jpg
76373,784554001,245,1010016,31,1,3,1,6,1003,259,078/0784554001.jpg
48165,690971002,254,1010001,6,1,12,4,76,1005,45,069/0690971002.jpg
92487,853949001,265,1010001,9,4,5,1,18,1010,185,085/0853949001.jpg
81706,806185018,273,1010001,73,4,2,4,76,1005,256,080/0806185018.jpg
96439,870517020,252,1010015,9,4,5,4,76,1005,15,087/0870517020.jpg
28378,622955019,87,1010016,43,4,18,1,64,1020,93,062/0622955019.jpg
47339,688658001,265,1010016,9,4,5,1,16,1002,1,068/0688658001.jpg
94604,863477006,286,1010016,31,1,3,1,61,1017,350,086/0863477006.jpg
90478,843498001,94,1010016,10,3,9,1,64,1020,80,084/0843498001.jpg
66743,749092001,265,1010016,10,3,9,2,50,1001,328,074/0749092001.jpg
57259,716241002,265,1010016,73,4,2,4,79,1002,117,071/0716241002.jpg
28321,622825013,255,1010008,73,4,2,4,47,1005,190,062/0622825013.jpg
63875,739888001,66,1010002,51,1,4,4,45,1019,37,073/0739888001.jpg
64567,742161001,254,1010016,31,1,3,1,15,1005,259,074/0742161001.jpg
4286,481145002,255,1010008,9,4,5,4,46,1005,187,048/0481145002.jpg
7376,513325025,272,1010026,13,1,1,3,23,1009,214,051/0513325025.jpg
82465,808690001,92,1010016,12,1,11,1,64,1020,123,080/0808690001.jpg
58216,719250004,272,1010016,19,4,20,1,15,1001,271,071/0719250004.jpg
76008,783543005,255,1010010,19,4,20,3,26,1002,257,078/0783543005.jpg
7642,516000017,255,1010010,7,2,12,1,11,1005,114,051/0516000017.jpg
24904,610842003,59,1010001,19,2,20,1,60,1018,347,061/0610842003.jpg
80084,800807001,254,1010016,93,4,19,1,11,1005,370,080/0800807001.jpg
12037,551194006,252,1010016,53,4,4,1,8,1003,107,055/0551194006.jpg
78683,795273001,265,1010016,93,4,19,1,8,1003,370,079/0795273001.jpg
85155,818161001,72,1010016,9,4,5,1,82,1023,285,081/0818161001.jpg
2176,399036013,252,1010016,50,5,4,4,77,1003,281,039/0399036013.jpg
64495,741964002,94,1010001,51,1,4,4,42,1020,37,074/0741964002.jpg
75208,780221002,275,1010016,19,2,20,2,50,1001,335,078/0780221002.jpg
19457,584211001,94,1010016,73,4,2,4,42,1020,102,058/0584211001.jpg
61568,733553002,267,1010025,92,2,20,4,41,1005,135,073/0733553002.jpg
2431,407354009,308,1010023,9,4,5,3,31,1007,286,040/0407354009.jpg
9972,537612021,308,1010016,93,4,19,4,79,1002,143,053/0537612021.jpg
6364,505048003,272,1010016,7,2,12,4,77,1016,375,050/0505048003.jpg
46600,686265005,252,1010014,73,4,2,4,48,1023,183,068/0686265005.jpg
48370,691757001,257,1010020,9,4,5,3,30,1001,345,069/0691757001.jpg
55744,711463001,255,1010016,10,3,9,26,5,1005,61,071/0711463001.jpg
68487,754351002,94,1010005,51,1,4,1,64,1020,121,075/0754351002.jpg
29416,625269003,272,1010010,7,1,12,4,79,1002,372,062/0625269003.jpg
91578,850242001,258,1010016,10,3,9,1,15,1010,254,085/0850242001.jpg
84883,817150004,258,1010001,9,4,5,1,15,1010,358,081/0817150004.jpg
82276,807884001,91,1010016,73,4,2,4,42,1020,377,080/0807884001.jpg
77881,791498007,257,1010016,31,3,3,4,46,1005,349,079/0791498007.jpg
40577,665082014,78,1010001,12,2,11,1,66,1019,295,066/0665082014.jpg
18518,579309001,272,1010023,73,2,2,4,46,1016,334,057/0579309001.jpg
70698,761406004,252,1010010,7,2,12,2,53,1003,194,076/0761406004.jpg
44841,681244002,255,1010018,72,7,2,4,46,1005,38,068/0681244002.jpg
27417,620006008,274,1010008,7,1,12,4,77,1005,372,062/0620006008.jpg
81150,804741012,255,1010008,10,3,9,4,77,1005,58,080/0804741012.jpg
42556,673396001,67,1010016,11,1,9,1,65,1019,295,067/0673396001.jpg
103042,908926001,259,1010016,10,3,9,1,11,1010,254,090/0908926001.jpg
9437,533329001,267,1010017,8,4,12,4,44,1002,10,053/0533329001.jpg
68076,753206014,272,1010005,9,4,5,4,47,1005,100,075/0753206014.jpg
44498,680263002,273,1010005,73,4,2,26,5,1005,28,068/0680263002.jpg
68617,754802001,245,1010001,11,1,9,1,15,1008,67,075/0754802001.jpg
75784,782859002,265,1010001,9,4,5,1,8,1005,230,078/0782859002.jpg
6567,507075003,308,1010016,43,4,18,4,77,1003,56,050/0507075003.jpg
39759,662585001,77,1010016,5,5,15,3,25,1019,223,066/0662585001.jpg
53347,703883002,272,1010010,9,4,5,1,15,1005,230,070/0703883002.jpg
92913,855792001,267,1010001,22,7,8,4,40,1005,81,085/0855792001.jpg
28080,621888003,66,1010016,9,4,5,26,5,1019,124,062/0621888003.jpg
24577,609787011,254,1010002,19,4,20,1,15,1005,271,060/0609787011.jpg
60152,727039001,272,1010016,9,4,5,1,18,1005,230,072/0727039001.jpg
14173,561793001,272,1010016,9,4,5,4,46,1009,64,056/0561793001.jpg
36107,649440001,255,1010008,93,4,19,3,20,1005,129,064/0649440001.jpg
102096,902068003,265,1010016,12,1,11,1,18,1005,168,090/0902068003.jpg
67794,752228001,262,1010016,13,2,11,1,19,1007,352,075/0752228001.jpg
70628,761221002,308,1010016,11,1,9,1,6,1005,154,076/0761221002.jpg
35679,647843001,297,1010001,9,4,5,1,62,1017,137,064/0647843001.jpg
45663,684021029,255,1010014,73,4,2,3,55,1005,190,068/0684021029.jpg
9272,531838001,245,1010022,9,4,5,2,53,1003,187,053/0531838001.jpg
97783,875900003,273,1010006,14,4,11,4,40,1005,278,087/0875900003.jpg
41514,669396001,254,1010009,9,4,5,4,77,1005,219,066/0669396001.jpg
44969,681845003,258,1010015,53,4,4,1,14,1013,191,068/0681845003.jpg
104485,923460003,275,1010001,9,4,5,1,15,1012,185,092/0923460003.jpg
66751,749097009,272,1010001,42,7,18,4,76,1005,18,074/0749097009.jpg
12356,552852003,255,1010016,73,4,2,3,28,1003,386,055/0552852003.jpg
81202,804824006,265,1010001,73,4,2,4,77,1005,256,080/0804824006.jpg
85107,818024002,252,1010010,13,2,11,1,15,1005,14,081/0818024002.jpg
99086,882269001,258,1010023,72,7,2,2,50,1001,394,088/0882269001.jpg
47585,689107004,257,1010016,71,3,2,3,23,1003,381,068/0689107004.jpg
82860,810258001,253,1010002,9,4,5,1,11,1010,358,081/0810258001.jpg
67799,752280001,255,1010017,10,3,9,4,46,1005,76,075/0752280001.jpg
66803,749131004,89,1010016,73,4,2,3,28,1019,12,074/0749131004.jpg
29433,625342001,275,1010004,6,1,12,1,11,1012,30,062/0625342001.jpg
29424,625316004,253,1010001,9,4,5,26,5,1005,61,062/0625316004.jpg
55448,710695006,69,1010016,53,2,4,2,52,1019,121,071/0710695006.jpg
73642,772711010,274,1010016,73,2,2,3,21,1025,272,077/0772711010.jpg
95279,865971008,252,1010005,10,3,9,4,77,1005,58,086/0865971008.jpg
59386,723353003,57,1010001,73,4,2,1,60,1018,301,072/0723353003.jpg
30370,628331012,255,1010016,9,4,5,4,79,1002,115,062/0628331012.jpg
40219,663817002,258,1010001,9,4,5,2,53,1010,227,066/0663817002.jpg
99906,887552002,87,1010016,9,4,5,4,42,1020,26,088/0887552002.jpg
82849,810175001,272,1010016,72,2,2,1,8,1009,118,081/0810175001.jpg
35691,647908002,254,1010001,10,3,9,4,77,1005,197,064/0647908002.jpg
85939,821664001,252,1010015,11,1,9,4,77,1003,317,082/0821664001.jpg
1483,351771044,286,1010021,9,4,5,2,51,1017,41,035/0351771044.jpg
102989,908440001,262,1010016,9,4,5,26,5,1001,17,090/0908440001.jpg
30417,628469002,258,1010001,93,7,19,2,53,1010,238,062/0628469002.jpg
83091,811235001,252,1010016,9,4,5,1,15,1003,65,081/0811235001.jpg
97425,874196001,252,1010016,73,4,2,3,23,1003,46,087/0874196001.jpg
56187,713380002,296,1010010,9,4,12,3,26,1017,243,071/0713380002.jpg
23801,607074004,272,1010016,93,4,19,3,20,1009,129,060/0607074004.jpg
98161,877795002,252,1010026,10,3,9,2,53,1003,138,087/0877795002.jpg
9269,531835001,245,1010016,12,1,11,2,53,1003,378,053/0531835001.jpg
102337,903389002,272,1010016,8,4,12,1,2,1009,366,090/0903389002.jpg
6413,505507011,272,1010023,72,2,2,4,46,1016,334,050/0505507011.jpg
51192,698394002,270,1010001,73,2,2,4,41,1005,283,069/0698394002.jpg
85211,818555002,270,1010021,10,3,9,4,40,1005,201,081/0818555002.jpg
13042,556255001,272,1010023,71,1,2,2,57,1016,334,055/0556255001.jpg
54606,708229001,275,1010016,13,2,11,1,15,1012,352,070/0708229001.jpg
101462,896909001,268,1010023,9,4,5,4,76,1016,245,089/0896909001.jpg
64979,743568001,255,1010016,92,1,19,2,53,1005,60,074/0743568001.jpg
18829,580770002,252,1010013,73,2,2,1,16,1003,359,058/0580770002.jpg
70356,760147001,272,1010018,8,4,12,4,41,1005,268,076/0760147001.jpg
99313,883569002,265,1010016,43,4,18,4,40,1003,399,088/0883569002.jpg
84548,816229001,69,1010016,71,1,2,4,45,1019,242,081/0816229001.jpg
44788,681178006,265,1010008,9,4,5,2,53,1005,159,068/0681178006.jpg
58754,721097002,274,1010001,9,4,5,4,46,1005,100,072/0721097002.jpg
66605,748595003,87,1010016,14,2,1,1,64,1020,383,074/0748595003.jpg
81050,804536004,80,1010001,90,3,19,1,14,1001,331,080/0804536004.jpg
85291,818882001,265,1010016,9,4,5,2,58,1013,291,081/0818882001.jpg
75270,780449001,265,1010006,10,3,9,1,8,1005,104,078/0780449001.jpg
42933,674606061,275,1010016,22,2,8,2,53,1012,172,067/0674606061.jpg
66811,749159007,272,1010010,6,1,12,3,20,1009,67,074/0749159007.jpg
21841,595626006,255,1010008,10,3,9,4,46,1005,10,059/0595626006.jpg
77432,789393003,255,1010001,12,1,9,1,82,1001,97,078/0789393003.jpg
10700,542551001,308,1010016,73,4,2,4,72,1002,54,054/0542551001.jpg
75049,779625001,256,1010008,10,3,9,4,44,1005,201,077/0779625001.jpg
32099,633960001,98,1010016,50,5,4,4,43,1019,343,063/0633960001.jpg
40687,665349003,272,1010023,9,4,5,1,57,1016,137,066/0665349003.jpg
103032,908780001,255,1010002,73,4,2,4,46,1005,160,090/0908780001.jpg
28068,621829001,265,1010017,73,4,2,1,6,1013,324,062/0621829001.jpg
23130,602415002,274,1010023,9,4,5,3,30,1001,362,060/0602415002.jpg
25202,611730013,274,1010016,9,4,5,3,20,1025,261,061/0611730013.jpg
72345,767377009,57,1010026,71,3,2,1,60,1018,301,076/0767377009.jpg
22480,598755036,255,1010016,19,2,20,3,26,1002,106,059/0598755036.jpg
69230,756771001,255,1010016,71,3,2,1,15,1005,381,075/0756771001.jpg
48272,691487001,262,1010023,71,1,2,4,46,1016,35,069/0691487001.jpg
41449,669091042,308,1010016,13,2,11,3,26,1002,336,066/0669091042.jpg
78574,794760002,265,1010022,9,4,5,1,15,1013,358,079/0794760002.jpg
93758,859529001,275,1010016,32,3,3,2,50,1009,349,085/0859529001.jpg
8869,526708004,255,1010014,51,1,4,2,53,1005,31,052/0526708004.jpg
60866,731146003,265,1010017,9,4,5,1,16,1002,65,073/0731146003.jpg
5010,488561032,274,1010024,73,4,2,3,21,1025,206,048/0488561032.jpg
87187,826505005,252,1010016,11,1,9,1,62,1017,153,082/0826505005.jpg
4524,485539036,286,1010017,73,4,2,4,72,1017,63,048/0485539036.jpg
82140,807383007,297,1010012,51,1,4,4,79,1017,325,080/0807383007.jpg
87841,829971001,255,1010016,9,4,5,4,77,1005,15,082/0829971001.jpg
34495,642230013,259,1010017,9,4,5,3,28,1011,150,064/0642230013.jpg
61708,734024004,254,1010016,32,5,8,1,82,1001,193,073/0734024004.jpg
88206,832018003,258,1010016,71,3,2,1,6,1010,220,083/0832018003.jpg
56928,715255012,252,1010017,9,4,5,3,20,1005,345,071/0715255012.jpg
13574,558981007,273,1010016,72,1,2,4,77,1005,180,055/0558981007.jpg
48412,691855002,275,1010023,71,1,2,2,53,1012,282,069/0691855002.jpg
46642,686331002,259,1010004,73,4,2,3,21,1011,47,068/0686331002.jpg
70825,761920006,270,1010014,93,4,19,4,76,1005,310,076/0761920006.jpg
81611,806132005,252,1010008,51,3,4,4,76,1005,228,080/0806132005.jpg
56846,715154004,258,1010016,31,1,3,1,8,1010,43,071/0715154004.jpg
103150,909802001,252,1010016,13,1,1,1,14,1003,85,090/0909802001.jpg
46139,685501002,262,1010001,9,4,5,4,45,1007,100,068/0685501002.jpg
102223,902896002,302,1010016,11,1,9,4,44,1021,44,090/0902896002.jpg
72089,766572002,272,1010026,7,2,12,3,23,1009,352,076/0766572002.jpg
66097,746650001,262,1010016,9,4,5,2,58,1007,100,074/0746650001.jpg
29029,624540006,272,1010016,73,4,2,4,44,1002,190,062/0624540006.jpg
2389,405636027,254,1010005,19,4,20,4,72,1002,364,040/0405636027.jpg
73925,774093001,265,1010002,42,7,18,4,43,1019,326,077/0774093001.jpg
46188,685601013,59,1010001,43,4,18,3,26,1018,397,068/0685601013.jpg
95116,865490002,245,1010016,10,3,9,2,53,1003,138,086/0865490002.jpg
75496,781758032,259,1010001,9,4,5,3,23,1011,22,078/0781758032.jpg
59855,725325002,272,1010023,33,4,13,1,18,1009,130,072/0725325002.jpg
15707,567760007,93,1010001,51,1,4,4,42,1020,244,056/0567760007.jpg
76603,785787005,265,1010016,93,2,19,1,11,1013,148,078/0785787005.jpg
68202,753475005,66,1010001,12,1,11,2,52,1019,240,075/0753475005.jpg
47360,688692009,272,1010023,10,3,9,3,55,1009,172,068/0688692009.jpg
29668,625914003,262,1010005,19,4,20,4,45,1007,344,062/0625914003.jpg
42240,671937002,86,1010009,10,3,9,4,42,1020,132,067/0671937002.jpg
5122,490793015,255,1010008,31,1,3,2,53,1005,31,049/0490793015.jpg
37256,653188006,302,1010001,31,1,3,2,51,1017,342,065/0653188006.jpg
35868,648649001,87,1010016,23,2,13,2,52,1020,88,064/0648649001.jpg
55674,711235020,295,1010001,22,2,8,4,44,1017,243,071/0711235020.jpg
17424,573875001,259,1010017,10,3,9,3,24,1001,353,057/0573875001.jpg
24897,610826001,262,1010016,9,4,5,4,45,1007,64,061/0610826001.jpg
32613,635645001,258,1010017,72,7,2,1,15,1001,252,063/0635645001.jpg
88272,832309010,57,1010016,9,4,5,1,60,1018,285,083/0832309010.jpg
81018,804300001,70,1010016,5,5,15,1,66,1019,36,080/0804300001.jpg
57698,717577002,77,1010016,5,5,15,4,43,1019,223,071/0717577002.jpg
71863,765743007,262,1010016,9,4,5,1,2,1005,230,076/0765743007.jpg
74252,775996019,252,1010017,9,4,5,1,6,1003,65,077/0775996019.jpg
9671,535016001,274,1010016,73,4,2,4,41,1006,11,053/0535016001.jpg
3849,468345022,257,1010010,8,4,12,3,26,1002,286,046/0468345022.jpg
55598,711053036,255,1010016,8,4,12,2,51,1002,268,071/0711053036.jpg
44947,681765001,256,1010016,9,4,5,1,14,1013,150,068/0681765001.jpg
32753,636332002,272,1010016,73,4,2,4,76,1009,117,063/0636332002.jpg
92846,855408002,245,1010016,92,2,20,4,77,1003,365,085/0855408002.jpg
20492,589376007,255,1010016,10,3,9,1,15,1005,239,058/0589376007.jpg
94601,863456008,257,1010016,21,3,8,3,26,1002,125,086/0863456008.jpg
86146,822556002,258,1010016,51,1,4,1,11,1010,43,082/0822556002.jpg
36410,650678003,270,1010001,10,3,9,4,76,1005,197,065/0650678003.jpg
52012,700149003,270,1010016,92,5,19,4,43,1019,87,070/0700149003.jpg
94908,864515001,69,1010010,7,2,12,26,22,1019,329,086/0864515001.jpg
